0.047619048,0.952380952,1.6783E+11,1.33003E+11,3.39142E+12
0.054054054,0.945945946,1.90439E+11,1.32998E+11,3.39011E+12
0.0625,0.9375,2.19832E+11,1.32765E+11,3.38454E+12
0.074074074,0.925925926,2.6097E+11,1.33306E+11,3.38978E+12
0.090909091,0.909090909,3.20037E+11,1.33294E+11,3.38711E+12
0.117647059,0.882352941,4.14036E+11,1.33127E+11,3.38618E+12
0.166666667,0.833333333,5.86359E+11,1.32878E+11,3.38528E+12
0.285714286,0.714285714,1.00679E+12,1.32867E+11,3.3909E+12
0.5,0.5,1.75899E+12,1.32443E+11,3.38554E+12
0.714285714,0.285714286,2.51697E+12,1.32867E+11,3.3909E+12
0.833333333,0.166666667,2.93131E+12,1.33158E+11,3.38442E+12
0.882352941,0.117647059,3.10385E+12,1.33028E+11,3.38466E+12
0.909090909,0.090909091,3.20037E+12,1.33123E+11,3.38728E+12
0.925925926,0.074074074,3.25819E+12,1.32711E+11,3.38614E+12
0.9375,0.0625,3.29758E+12,1.32985E+11,3.38444E+12
0.945945946,0.054054054,3.33876E+12,1.33383E+11,3.39617E+12
0.952380952,0.047619048,3.35359E+12,1.32816E+11,3.38845E+12
0.957446809,0.042553191,3.37474E+12,1.32494E+11,3.39224E+12
0.961538462,0.038461538,3.38917E+12,1.32494E+11,3.39224E+12
0.964912281,0.035087719,3.40106E+12,1.32494E+11,3.39224E+12
0.967741935,0.032258065,3.41103E+12,1.32494E+11,3.39224E+12
0.972222222,0.027777778,3.42588E+12,1.32867E+11,3.3909E+12
0.970149254,0.029850746,3.41512E+12,1.33065E+11,3.38714E+12
0.974025974,0.025974026,3.42708E+12,1.32638E+11,3.38583E+12
0.975609756,0.024390244,3.43142E+12,1.32634E+11,3.38457E+12
0.977011494,0.022988506,3.43704E+12,1.33054E+11,3.38486E+12
0.97826087,0.02173913,3.43868E+12,1.33094E+11,3.382E+12
